Column1,Column2,Column3,Column4,Column5
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssaltsecurity02-10.100.4.0_22,g-nsg-1p-platform01-akssaltsecurity02-10.100.4.0_22
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodsonarqubeappgw-10.100.0.48_28,g-nsg-1p-platform01-prodsonarqubeappgw-10.100.0.48_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,apigeeintappgw-10.100.8.0_23,g-nsg-1p-platform01-apigeeintappgw-10.100.8.0_23
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyssaltsecurity03-10.100.13.0_24,g-nsg-1p-platform01-akssyssaltsecurity03-10.100.13.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,aksdsopsbackstage-10.100.54.0_23,g-nsg-1p-platform01-aksdsopsbackstage-10.100.54.0_23
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssysdsopsbackstage-10.100.53.0_24,g-nsg-1p-platform01-akssysdsopsbackstage-10.100.53.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,aksdevsecops-10.100.56.0_23,g-nsg-1p-platform01-aksdevsecops-10.100.56.0_23
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssysdevsecops-10.100.58.0_24,g-nsg-1p-platform01-akssysdevsecops-10.100.58.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyscicdpipes-10.100.59.0_24,g-nsg-1p-platform01-akssyscicdpipes-10.100.59.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyscicdpipes01-10.100.60.0_24,g-nsg-1p-platform01-akssyscicdpipes01-10.100.60.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssaltsecurity-10.100.28.0_23,g-nsg-1p-platform01-akssaltsecurity-10.100.28.0_23
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyscoder02-10.100.1.0_24,g-nsg-1p-platform01-akssyscoder02-10.100.1.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akscdpobserve-10.100.62.0_23,g-nsg-1p-platform01-akscdpobserve-10.100.62.0_23
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyscdpobserve-10.100.61.0_24,g-nsg-1p-platform01-akssyscdpobserve-10.100.61.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,devsecopscoderpostgresservicep-10.100.12.128_28,g-nsg-1p-platform01-devsecopscoderpostgresservicep-10.100.12.128_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akscoderv2-10.100.40.0_23,g-nsg-1p-platform01-akscoderv2-10.100.40.0_23
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyscoderv2-10.100.42.0_24,g-nsg-1p-platform01-akssyscoderv2-10.100.42.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akshubnoname01-10.100.43.0_24,g-nsg-1p-platform01-akshubnoname01-10.100.43.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyshubnoname01-10.100.44.0_24,g-nsg-1p-platform01-akssyshubnoname01-10.100.44.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,aksprodcdpplatform-10.100.46.0_23,g-nsg-1p-platform01-aksprodcdpplatform-10.100.46.0_23
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyscdpplatform-10.100.45.0_24,g-nsg-1p-platform01-akssyscdpplatform-10.100.45.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodmywizard-10.100.12.160_27,g-nsg-1p-platform01-prodmywizard-10.100.12.160_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,accentureavd-10.100.19.128_25,g-nsg-1p-platform01-accentureavd-10.100.19.128_25
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,aksdevbackstageappgw-10.100.12.144_28,g-nsg-1p-platform01-aksdevbackstageappgw-10.100.12.144_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,devportalpostgresprod-10.100.12.192_28,g-nsg-1p-platform01-devportalpostgresprod-10.100.12.192_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,aksdeveloperportal-prodappgw-10.100.12.224_27,g-nsg-1p-platform01-aksdeveloperportal-prodappgw-10.100.12.224_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodgoshortsappgw-10.100.12.208_28,g-nsg-1p-platform01-prodgoshortsappgw-10.100.12.208_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,cloudfinopsprod-10.100.36.160_27,g-nsg-1p-platform01-cloudfinopsprod-10.100.36.160_27
g-platform-p01,g-rsg-1p-platformSecurity01-network-01,g-vnt-1p-platformSecurity01-01,ingresspanuntrusted-10.117.134.32_27,g-nsg-1p-platformSecurity01-ingresspanuntrusted-10.117.134.32_27
g-platform-p01,g-rsg-1p-platformSecurity01-network-01,g-vnt-1p-platformSecurity01-01,ingresspantrusted-10.117.134.64_27,g-nsg-1p-platformSecurity01-ingresspantrusted-10.117.134.64_27
g-platform-p01,g-rsg-1p-platformSecurity01-network-01,g-vnt-1p-platformSecurity01-01,egresspanuntrusted-10.117.134.128_27,g-nsg-1p-platformSecurity01-egresspanuntrusted-10.117.134.128_27
g-platform-p01,g-rsg-1p-platformSecurity01-network-01,g-vnt-1p-platformSecurity01-01,panorama-10.117.134.224_27,g-nsg-1p-platformSecurity01-panorama-10.117.134.224_27
g-platform-p01,g-rsg-1p-platformSecurity01-network-01,g-vnt-1p-platformSecurity01-01,netsec-10.117.135.64_26,g-nsg-1p-platformSecurity01-netsec-10.117.135.64_26
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,bastionhosts-10.119.26.0_27,g-nsg-2p-platform01-bastionhosts-10.119.26.0_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,pcfctrl-10.119.26.80_28,g-nsg-2p-platform01-pcfctrl-10.119.26.80_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,pcfconcourseprod-10.119.248.224_27,g-nsg-2p-platform01-pcfconcourseprod-10.119.248.224_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,diadtier0bhadmins-10.108.22.16_28,g-nsg-2p-platform01-diadtier0bhadmins-10.108.22.16_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,diadtier1bhadmins-10.108.22.32_28,g-nsg-2p-platform01-diadtier1bhadmins-10.108.22.32_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,nexpose-10.108.22.64_26,g-nsg-2p-platform01-nexpose-10.108.22.64_26
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,windowsvm-10.108.22.48_28,g-nsg-2p-platform01-windowsvm-10.108.22.48_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,captiveportalpanmgmt-10.108.26.0_27,g-nsg-2p-platform01-captiveportalpanmgmt-10.108.26.0_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,captiveportalpandata-10.108.26.32_27,g-nsg-2p-platform01-captiveportalpandata-10.108.26.32_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,captiveportalpanha-10.108.26.64_27,g-nsg-2p-platform01-captiveportalpanha-10.108.26.64_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,uiddistpanmgmt-10.108.26.96_27,g-nsg-2p-platform01-uiddistpanmgmt-10.108.26.96_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,uiddistpanuntrusted-10.108.26.128_27,g-nsg-2p-platform01-uiddistpanuntrusted-10.108.26.128_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,uiddistpantrusted-10.108.26.160_27,g-nsg-2p-platform01-uiddistpantrusted-10.108.26.160_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,gapbot-10.108.26.192_28,g-nsg-2p-platform01-gapbot-10.108.26.192_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,saltsecurity-10.108.30.0_24,g-nsg-2p-platform01-saltsecurity-10.108.30.0_24
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,adogapvdcagents-10.108.26.224_27,g-nsg-2p-platform01-adogapvdcagents-10.108.26.224_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,cesfunctionappprod-10.108.27.128_27,g-nsg-2p-platform01-cesfunctionappprod-10.108.27.128_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,activedirectorydiad-10.108.26.208_28,g-nsg-2p-platform01-activedirectorydiad-10.108.26.208_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,autodeployprod-10.108.27.160_28,g-nsg-2p-platform01-autodeployprod-10.108.27.160_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,prodturbonomicsvms-10.108.27.192_27,g-nsg-2p-platform01-prodturbonomicsvms-10.108.27.192_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,prodturbonomics-10.108.27.176_28,g-nsg-2p-platform01-prodturbonomics-10.108.27.176_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,prodturbonomics02-10.108.27.224_28,g-nsg-2p-platform01-prodturbonomics02-10.108.27.224_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,cspchangenotification-10.108.32.96_27,g-nsg-2p-platform01-cspchangenotification-10.108.32.96_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,cspmicrosoftazure-10.108.36.128_27,g-nsg-2p-platform01-cspmicrosoftazure-10.108.36.128_27
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,prodservicenow-10.108.49.0_25,g-nsg-2p-platform01-prodservicenow-10.108.49.0_25
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,prodmicrosoftdefenderatp-10.108.0.0_28,g-nsg-2p-platform01-prodmicrosoftdefenderatp-10.108.0.0_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,prodcoder-10.108.0.32_28,g-nsg-2p-platform01-prodcoder-10.108.0.32_28
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,akssyscicdpipes01-10.108.60.0_24,g-nsg-2p-platform01-akssyscicdpipes01-10.108.60.0_24
g-platform-p01,g-rsg-2p-platform01-network-01,g-vnt-2p-platform01-01,aksdevbackstageappgw-10.108.12.144_28,g-nsg-2p-platform01-aksdevbackstageappgw-10.108.12.144_28
g-platform-p01,g-rsg-2p-platformSecurity01-network-01,g-vnt-2p-platformSecurity01-01,ingresspanuntrusted-10.119.134.32_27,g-nsg-2p-platformSecurity01-ingresspanuntrusted-10.119.134.32_27
g-platform-p01,g-rsg-2p-platformSecurity01-network-01,g-vnt-2p-platformSecurity01-01,ingresspantrusted-10.119.134.64_27,g-nsg-2p-platformSecurity01-ingresspantrusted-10.119.134.64_27
g-platform-p01,g-rsg-2p-platformSecurity01-network-01,g-vnt-2p-platformSecurity01-01,egresspanuntrusted-10.119.134.128_27,g-nsg-2p-platformSecurity01-egresspanuntrusted-10.119.134.128_27
g-platform-p01,g-rsg-2p-platformSecurity01-network-01,g-vnt-2p-platformSecurity01-01,panorama-10.119.134.224_27,g-nsg-2p-platformSecurity01-panorama-10.119.134.224_27
g-platform-p01,g-rsg-2p-platformSecurity01-network-01,g-vnt-2p-platformSecurity01-01,netsec-10.119.135.64_26,g-nsg-2p-platformSecurity01-netsec-10.119.135.64_26
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
